"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type"
"CHEMBL4114597";"";"None";"537.45";"2";"6.91";"BDBM236271";"COc1ncc(-c2cc3c(n2C(C)C)[C@@H](c2ccc(Cl)cc2)N(c2cc(Cl)ccc2C)C3=O)c(OC)n1";"IC50";"'='";"29.59";"nM";"7.53";"";"411656";"UO_0000065";"14.01";"0.28";"0.62";"10.84";"0";"CHEMBL3888635";"Time Resolved Fluorescence Energy Transfer (TR-FRET) Assay: Assay 2: The test is performed in white 384-well plates (Greiner Bio-One, reference 781207) in a total volume of 60 μL by adding 1 μL of compounds tested at different concentrations diluted in 100% DMSO (1.7% final DMSO concentration) in reaction buffer (PBS, 125 mM NaCl, 0.001% Novexin (consists of carbohydrate polymers), designed to increase the solubility and stability of proteins; Expedeon Ltd., Cambridgeshire, United Kingdom), 0.01% Gelatin, 0.01% 0.2%, Pluronic F-127 (block copolymer from ethylenoxide and propyleneoxide), 1 mM DTT). After addition of 1.25 nM MDM2-biotinylated or 2.5 nM MDM4-biotinylated (internal preparations), and 0.625 nM Europium labeled streptavidin (Perkin Elmer), the solution is pre-incubated for 15 minutes at room temperature, then 10 nM Cy5-p53 peptide (internal preparation) is added before an incubation at room temperature for 15 minutes prior to reading the plate. For measurement of samples, a Victor II microplate reader (Perkin Elmer) is used with the following settings: Excitation 340 nm, Emission Donor 620 nm and Emission Acceptor 665 nm. For selected compounds displaying IC50s between 0.05 and 5 nM on MDM2, a slightly modified assay is used with the following adaptations: 0.1 nM MDM2, 0.1 nM Europium labeled streptavidin and Tecan genios Pro is used as a microplate reader for the fluorescence measurements (p53-MDM2 Assay 2).";"B";"BAO_0000224";"protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1907611";"Tumour suppressor p53/oncoprotein Mdm2";"Homo sapiens";"PROTEIN-PROTEIN INTERACTION";"CHEMBL3886789";"37";"BindingDB Database";"";"2016";"None";"";""
"CHEMBL3931214";"";"None";"535.47";"2";"8.12";"BDBM236285";"COc1ccc(-c2cc3c(n2C(C)C)C(c2ccc(Cl)cc2)N(c2cc(Cl)ccc2C)C3=O)c(OC)c1";"IC50";"'='";"0.444";"nM";"9.35";"";"411670";"UO_0000065";"17.47";"0.35";"1.23";"21.40";"0";"CHEMBL3888635";"Time Resolved Fluorescence Energy Transfer (TR-FRET) Assay: Assay 2: The test is performed in white 384-well plates (Greiner Bio-One, reference 781207) in a total volume of 60 μL by adding 1 μL of compounds tested at different concentrations diluted in 100% DMSO (1.7% final DMSO concentration) in reaction buffer (PBS, 125 mM NaCl, 0.001% Novexin (consists of carbohydrate polymers), designed to increase the solubility and stability of proteins; Expedeon Ltd., Cambridgeshire, United Kingdom), 0.01% Gelatin, 0.01% 0.2%, Pluronic F-127 (block copolymer from ethylenoxide and propyleneoxide), 1 mM DTT). After addition of 1.25 nM MDM2-biotinylated or 2.5 nM MDM4-biotinylated (internal preparations), and 0.625 nM Europium labeled streptavidin (Perkin Elmer), the solution is pre-incubated for 15 minutes at room temperature, then 10 nM Cy5-p53 peptide (internal preparation) is added before an incubation at room temperature for 15 minutes prior to reading the plate. For measurement of samples, a Victor II microplate reader (Perkin Elmer) is used with the following settings: Excitation 340 nm, Emission Donor 620 nm and Emission Acceptor 665 nm. For selected compounds displaying IC50s between 0.05 and 5 nM on MDM2, a slightly modified assay is used with the following adaptations: 0.1 nM MDM2, 0.1 nM Europium labeled streptavidin and Tecan genios Pro is used as a microplate reader for the fluorescence measurements (p53-MDM2 Assay 2).";"B";"BAO_0000224";"protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1907611";"Tumour suppressor p53/oncoprotein Mdm2";"Homo sapiens";"PROTEIN-PROTEIN INTERACTION";"CHEMBL3886789";"37";"BindingDB Database";"";"2016";"None";"";""
"CHEMBL3220703";"";"None";"570.45";"2";"5.72";"50";"Cc1ccc(F)cc1[C@@H]1NC(=O)C[C@H](c2cc(Cl)cnc2CC(C)(C)C(=O)O)[C@@]12C(=O)Nc1cc(Cl)ccc12";"IC50";"'='";"145.0";"nM";"6.84";"";"";"UO_0000065";"11.99";"0.24";"1.12";"6.31";"0";"CHEMBL3223364";"Inhibition of p53 interaction to MDM2 (unknown origin) by HTRF assay in presence of 0.02% bovine serum albumin";"B";"BAO_0000224";"protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1907611";"Tumour suppressor p53/oncoprotein Mdm2";"Homo sapiens";"PROTEIN-PROTEIN INTERACTION";"CHEMBL3217437";"1";"Scientific Literature";"Medchemcomm";"2011";"None";"";""
"CHEMBL4112795";"";"None";"647.60";"2";"6.92";"BDBM215311";"C[C@]1(CC(=O)O)C[C@H](c2cccc(Cl)c2)[C@@H](c2ccc(Cl)cc2)N([C@H](CN(c2ccccc2F)S(C)(=O)=O)C2CC2)C1=O";"IC50";"'='";"0.2";"nM";"9.70";"";"378680";"UO_0000065";"14.98";"0.31";"2.78";"10.21";"0";"CHEMBL3888180";"Homogenous Time-Resolved Fluorescence Assay (HTRF2 Assay): The standard assay conditions for the in vitro HTRF assay consisted of a 50 ul total reaction volume in black 384-well Costar polypropylene plates in 1xPBS buffer pH 7.4, 1 mM DTT, 0.1% BSA, 0.2 nM GST-hMDM2 (aa 1-188), 0.5 nM biotinylated-p53 (aa 1-83), 0.18 nM SA-XLent (Cisbio; Bedford, Mass.), 0.6 nM anti-GST cryptate monoclonal antibody (Cisbio; Bedford, Mass.) and 100 mM KF. Amino acid residues 1-188 of human MDM2 were expressed as an amino-terminal glutathione-5-transferase (GST) fusion protein (GST-hMDM2) in Escherichia coli. Residues 1-83 of human p53 were expressed as an amino-terminal AviTag-TrxA-6×His fusion protein (biotinylated p53) in E. coli. Each protein was purified from cell paste by affinity chromatography. Specifically, 10 uL of GST-hMDM2 was incubated with 10 ul of diluted compound (various concentrations, serially diluted) in 10% DMSO for 20 minutes at room temperature. 20 uL of biotinylated-p53 was added to the GST-hMDM2+compound mixture, and then incubated at room temperature for 60 min. 10 uL of detection buffer consisting of SA-XLent, anti-GST cryptate antibody and KF was added to GST-hMDM2, biotinylated-p53 and compound reaction and left at room temperature to reach equilibrium for >4 hrs. The final concentration of DMSO in the reaction was 2%. Time-resolved fluorescence readings were measured on a microplate multilabel reader. Percentage of inhibition was calculated relative to nutlin-3.";"B";"BAO_0000224";"protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1907611";"Tumour suppressor p53/oncoprotein Mdm2";"Homo sapiens";"PROTEIN-PROTEIN INTERACTION";"CHEMBL3886611";"37";"BindingDB Database";"";"2016";"None";"";""
"CHEMBL4109111";"";"None";"621.63";"2";"6.56";"BDBM215332";"CC[C@]1(CC(=O)O)C[C@H](c2cccc(Cl)c2)[C@@H](c2ccc(Cl)cc2)N([C@H](CNS(=O)(=O)C2CCCC2)C2CC2)C1=O";"IC50";"'='";"0.7";"nM";"9.15";"";"378699";"UO_0000065";"14.73";"0.30";"2.59";"8.82";"0";"CHEMBL3888180";"Homogenous Time-Resolved Fluorescence Assay (HTRF2 Assay): The standard assay conditions for the in vitro HTRF assay consisted of a 50 ul total reaction volume in black 384-well Costar polypropylene plates in 1xPBS buffer pH 7.4, 1 mM DTT, 0.1% BSA, 0.2 nM GST-hMDM2 (aa 1-188), 0.5 nM biotinylated-p53 (aa 1-83), 0.18 nM SA-XLent (Cisbio; Bedford, Mass.), 0.6 nM anti-GST cryptate monoclonal antibody (Cisbio; Bedford, Mass.) and 100 mM KF. Amino acid residues 1-188 of human MDM2 were expressed as an amino-terminal glutathione-5-transferase (GST) fusion protein (GST-hMDM2) in Escherichia coli. Residues 1-83 of human p53 were expressed as an amino-terminal AviTag-TrxA-6×His fusion protein (biotinylated p53) in E. coli. Each protein was purified from cell paste by affinity chromatography. Specifically, 10 uL of GST-hMDM2 was incubated with 10 ul of diluted compound (various concentrations, serially diluted) in 10% DMSO for 20 minutes at room temperature. 20 uL of biotinylated-p53 was added to the GST-hMDM2+compound mixture, and then incubated at room temperature for 60 min. 10 uL of detection buffer consisting of SA-XLent, anti-GST cryptate antibody and KF was added to GST-hMDM2, biotinylated-p53 and compound reaction and left at room temperature to reach equilibrium for >4 hrs. The final concentration of DMSO in the reaction was 2%. Time-resolved fluorescence readings were measured on a microplate multilabel reader. Percentage of inhibition was calculated relative to nutlin-3.";"B";"BAO_0000224";"protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1907611";"Tumour suppressor p53/oncoprotein Mdm2";"Homo sapiens";"PROTEIN-PROTEIN INTERACTION";"CHEMBL3886611";"37";"BindingDB Database";"";"2016";"None";"";""
"CHEMBL3125701";"";"None";"538.49";"2";"5.35";"BDBM50448955";"C[C@]1(CC(=O)O)C[C@H](c2cccc(Cl)c2)[C@@H](c2ccc(Cl)cc2)N([C@H](CS(C)(=O)=O)C2CC2)C1=O";"IC50";"'='";"0.1";"nM";"10.00";"";"378758";"UO_0000065";"18.57";"0.39";"4.65";"10.90";"0";"CHEMBL3888180";"Homogenous Time-Resolved Fluorescence Assay (HTRF2 Assay): The standard assay conditions for the in vitro HTRF assay consisted of a 50 ul total reaction volume in black 384-well Costar polypropylene plates in 1xPBS buffer pH 7.4, 1 mM DTT, 0.1% BSA, 0.2 nM GST-hMDM2 (aa 1-188), 0.5 nM biotinylated-p53 (aa 1-83), 0.18 nM SA-XLent (Cisbio; Bedford, Mass.), 0.6 nM anti-GST cryptate monoclonal antibody (Cisbio; Bedford, Mass.) and 100 mM KF. Amino acid residues 1-188 of human MDM2 were expressed as an amino-terminal glutathione-5-transferase (GST) fusion protein (GST-hMDM2) in Escherichia coli. Residues 1-83 of human p53 were expressed as an amino-terminal AviTag-TrxA-6×His fusion protein (biotinylated p53) in E. coli. Each protein was purified from cell paste by affinity chromatography. Specifically, 10 uL of GST-hMDM2 was incubated with 10 ul of diluted compound (various concentrations, serially diluted) in 10% DMSO for 20 minutes at room temperature. 20 uL of biotinylated-p53 was added to the GST-hMDM2+compound mixture, and then incubated at room temperature for 60 min. 10 uL of detection buffer consisting of SA-XLent, anti-GST cryptate antibody and KF was added to GST-hMDM2, biotinylated-p53 and compound reaction and left at room temperature to reach equilibrium for >4 hrs. The final concentration of DMSO in the reaction was 2%. Time-resolved fluorescence readings were measured on a microplate multilabel reader. Percentage of inhibition was calculated relative to nutlin-3.";"B";"BAO_0000224";"protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1907611";"Tumour suppressor p53/oncoprotein Mdm2";"Homo sapiens";"PROTEIN-PROTEIN INTERACTION";"CHEMBL3886611";"37";"BindingDB Database";"";"2016";"None";"";""
"CHEMBL3918513";"";"None";"446.37";"1";"5.94";"BDBM215092";"O=C(O)C[C@@H]1CC(c2cccc(Cl)c2)[C@@H](c2ccc(Cl)cc2)N(CC2CCC2)C1=O";"IC50";"'='";"1970.0";"nM";"5.71";"";"378371";"UO_0000065";"12.78";"0.26";"-0.23";"9.90";"0";"CHEMBL3888179";"Homogenous Time-Resolved Fluorescence Assay (HTRF1 Assay): The standard assay conditions for the in vitro HTRF assay consisted of a 50 ul total reaction volume in black 384-well Costar polypropylene plates in 1xPBS buffer pH 7.4, 1 mM DTT, 0.1% BSA, 2.5 nM GST-hMDM2 (aa 1-188), 5 nM biotinylated-p53 (aa 1-83), 1.8 nM SA-XLent (Cisbio; Bedford, Mass.), 0.6 nM anti-GST cryptate monoclonal antibody (Cisbio; Bedford, Mass.) and 200 mM KF. Amino acid residues 1-188 of human MDM2 were expressed as an amino-terminal glutathione-5-transferase (GST) fusion protein (GST-hMDM2) in Escherichia coli. Residues 1-83 of human p53 were expressed as an amino-terminal AviTag-TrxA-6×His fusion protein (biotinylated p53) in E. coli. Each protein was purified from cell paste by affinity chromatography. Specifically, 10 uL of GST-hMDM2 was incubated with 10 ul of diluted compound (various concentrations, serially diluted) in 10% DMSO for 20 minutes at room temperature. 20 uL of biotinylated-p53 was added to the GST-hMDM2+compound mixture, and then incubated at room temperature for 60 min. 10 uL of detection buffer consisting of SA-XLent, anti-GST cryptate antibody and KF was added to GST-hMDM2, biotinylated-p53 and compound reaction and left at room temperature to reach equilibrium for >4 hrs. The final concentration of DMSO in the reaction was 2%. Time-resolved fluorescence readings were measured on a microplate multilabel reader. Percentage of inhibition was calculated relative to nutlin-3.";"B";"BAO_0000224";"protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1907611";"Tumour suppressor p53/oncoprotein Mdm2";"Homo sapiens";"PROTEIN-PROTEIN INTERACTION";"CHEMBL3886611";"37";"BindingDB Database";"";"2016";"None";"";""
"CHEMBL2177183";"";"None";"431.36";"0";"4.95";"BDBM215097";"NC(=O)C[C@H]1C[C@H](c2cccc(Cl)c2)[C@@H](c2ccc(Cl)cc2)N(CC2CC2)C1=O";"IC50";"'='";"1370.0";"nM";"5.86";"";"378376";"UO_0000065";"13.59";"0.28";"0.91";"9.25";"0";"CHEMBL3888179";"Homogenous Time-Resolved Fluorescence Assay (HTRF1 Assay): The standard assay conditions for the in vitro HTRF assay consisted of a 50 ul total reaction volume in black 384-well Costar polypropylene plates in 1xPBS buffer pH 7.4, 1 mM DTT, 0.1% BSA, 2.5 nM GST-hMDM2 (aa 1-188), 5 nM biotinylated-p53 (aa 1-83), 1.8 nM SA-XLent (Cisbio; Bedford, Mass.), 0.6 nM anti-GST cryptate monoclonal antibody (Cisbio; Bedford, Mass.) and 200 mM KF. Amino acid residues 1-188 of human MDM2 were expressed as an amino-terminal glutathione-5-transferase (GST) fusion protein (GST-hMDM2) in Escherichia coli. Residues 1-83 of human p53 were expressed as an amino-terminal AviTag-TrxA-6×His fusion protein (biotinylated p53) in E. coli. Each protein was purified from cell paste by affinity chromatography. Specifically, 10 uL of GST-hMDM2 was incubated with 10 ul of diluted compound (various concentrations, serially diluted) in 10% DMSO for 20 minutes at room temperature. 20 uL of biotinylated-p53 was added to the GST-hMDM2+compound mixture, and then incubated at room temperature for 60 min. 10 uL of detection buffer consisting of SA-XLent, anti-GST cryptate antibody and KF was added to GST-hMDM2, biotinylated-p53 and compound reaction and left at room temperature to reach equilibrium for >4 hrs. The final concentration of DMSO in the reaction was 2%. Time-resolved fluorescence readings were measured on a microplate multilabel reader. Percentage of inhibition was calculated relative to nutlin-3.";"B";"BAO_0000224";"protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1907611";"Tumour suppressor p53/oncoprotein Mdm2";"Homo sapiens";"PROTEIN-PROTEIN INTERACTION";"CHEMBL3886611";"37";"BindingDB Database";"";"2016";"None";"";""
"CHEMBL3955799";"";"None";"438.38";"1";"5.61";"BDBM215113";"O=C(O)C[C@@H]1CC(c2cccc(Cl)c2)[C@@H](c2ccc(Cl)s2)N(CC2CC2)C1=O";"IC50";"'='";"220.0";"nM";"6.66";"";"378392";"UO_0000065";"15.19";"0.32";"1.05";"11.56";"0";"CHEMBL3888179";"Homogenous Time-Resolved Fluorescence Assay (HTRF1 Assay): The standard assay conditions for the in vitro HTRF assay consisted of a 50 ul total reaction volume in black 384-well Costar polypropylene plates in 1xPBS buffer pH 7.4, 1 mM DTT, 0.1% BSA, 2.5 nM GST-hMDM2 (aa 1-188), 5 nM biotinylated-p53 (aa 1-83), 1.8 nM SA-XLent (Cisbio; Bedford, Mass.), 0.6 nM anti-GST cryptate monoclonal antibody (Cisbio; Bedford, Mass.) and 200 mM KF. Amino acid residues 1-188 of human MDM2 were expressed as an amino-terminal glutathione-5-transferase (GST) fusion protein (GST-hMDM2) in Escherichia coli. Residues 1-83 of human p53 were expressed as an amino-terminal AviTag-TrxA-6×His fusion protein (biotinylated p53) in E. coli. Each protein was purified from cell paste by affinity chromatography. Specifically, 10 uL of GST-hMDM2 was incubated with 10 ul of diluted compound (various concentrations, serially diluted) in 10% DMSO for 20 minutes at room temperature. 20 uL of biotinylated-p53 was added to the GST-hMDM2+compound mixture, and then incubated at room temperature for 60 min. 10 uL of detection buffer consisting of SA-XLent, anti-GST cryptate antibody and KF was added to GST-hMDM2, biotinylated-p53 and compound reaction and left at room temperature to reach equilibrium for >4 hrs. The final concentration of DMSO in the reaction was 2%. Time-resolved fluorescence readings were measured on a microplate multilabel reader. Percentage of inhibition was calculated relative to nutlin-3.";"B";"BAO_0000224";"protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1907611";"Tumour suppressor p53/oncoprotein Mdm2";"Homo sapiens";"PROTEIN-PROTEIN INTERACTION";"CHEMBL3886611";"37";"BindingDB Database";"";"2016";"None";"";""
"CHEMBL4114636";"";"None";"492.40";"0";"4.42";"BDBM215151";"C[C@]1(CC(=O)O)C[C@H](c2cccc(Cl)c2)[C@@H](c2ccc(Cl)cc2)N([C@H]2CC[C@@H](O)[C@H]2O)C1=O";"IC50";"'='";"50.0";"nM";"7.30";"";"378430";"UO_0000065";"14.83";"0.30";"2.88";"7.44";"0";"CHEMBL3888179";"Homogenous Time-Resolved Fluorescence Assay (HTRF1 Assay): The standard assay conditions for the in vitro HTRF assay consisted of a 50 ul total reaction volume in black 384-well Costar polypropylene plates in 1xPBS buffer pH 7.4, 1 mM DTT, 0.1% BSA, 2.5 nM GST-hMDM2 (aa 1-188), 5 nM biotinylated-p53 (aa 1-83), 1.8 nM SA-XLent (Cisbio; Bedford, Mass.), 0.6 nM anti-GST cryptate monoclonal antibody (Cisbio; Bedford, Mass.) and 200 mM KF. Amino acid residues 1-188 of human MDM2 were expressed as an amino-terminal glutathione-5-transferase (GST) fusion protein (GST-hMDM2) in Escherichia coli. Residues 1-83 of human p53 were expressed as an amino-terminal AviTag-TrxA-6×His fusion protein (biotinylated p53) in E. coli. Each protein was purified from cell paste by affinity chromatography. Specifically, 10 uL of GST-hMDM2 was incubated with 10 ul of diluted compound (various concentrations, serially diluted) in 10% DMSO for 20 minutes at room temperature. 20 uL of biotinylated-p53 was added to the GST-hMDM2+compound mixture, and then incubated at room temperature for 60 min. 10 uL of detection buffer consisting of SA-XLent, anti-GST cryptate antibody and KF was added to GST-hMDM2, biotinylated-p53 and compound reaction and left at room temperature to reach equilibrium for >4 hrs. The final concentration of DMSO in the reaction was 2%. Time-resolved fluorescence readings were measured on a microplate multilabel reader. Percentage of inhibition was calculated relative to nutlin-3.";"B";"BAO_0000224";"protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1907611";"Tumour suppressor p53/oncoprotein Mdm2";"Homo sapiens";"PROTEIN-PROTEIN INTERACTION";"CHEMBL3886611";"37";"BindingDB Database";"";"2016";"None";"";""
"CHEMBL3125704";"";"None";"506.47";"2";"6.47";"BDBM50448953";"CC[C@@H](CC(C)(C)O)N1C(=O)[C@@](C)(CC(=O)O)C[C@H](c2cccc(Cl)c2)[C@H]1c1ccc(Cl)cc1";"IC50";"'='";"70.0";"nM";"7.16";"";"378457";"UO_0000065";"14.13";"0.29";"0.68";"9.19";"0";"CHEMBL3888179";"Homogenous Time-Resolved Fluorescence Assay (HTRF1 Assay): The standard assay conditions for the in vitro HTRF assay consisted of a 50 ul total reaction volume in black 384-well Costar polypropylene plates in 1xPBS buffer pH 7.4, 1 mM DTT, 0.1% BSA, 2.5 nM GST-hMDM2 (aa 1-188), 5 nM biotinylated-p53 (aa 1-83), 1.8 nM SA-XLent (Cisbio; Bedford, Mass.), 0.6 nM anti-GST cryptate monoclonal antibody (Cisbio; Bedford, Mass.) and 200 mM KF. Amino acid residues 1-188 of human MDM2 were expressed as an amino-terminal glutathione-5-transferase (GST) fusion protein (GST-hMDM2) in Escherichia coli. Residues 1-83 of human p53 were expressed as an amino-terminal AviTag-TrxA-6×His fusion protein (biotinylated p53) in E. coli. Each protein was purified from cell paste by affinity chromatography. Specifically, 10 uL of GST-hMDM2 was incubated with 10 ul of diluted compound (various concentrations, serially diluted) in 10% DMSO for 20 minutes at room temperature. 20 uL of biotinylated-p53 was added to the GST-hMDM2+compound mixture, and then incubated at room temperature for 60 min. 10 uL of detection buffer consisting of SA-XLent, anti-GST cryptate antibody and KF was added to GST-hMDM2, biotinylated-p53 and compound reaction and left at room temperature to reach equilibrium for >4 hrs. The final concentration of DMSO in the reaction was 2%. Time-resolved fluorescence readings were measured on a microplate multilabel reader. Percentage of inhibition was calculated relative to nutlin-3.";"B";"BAO_0000224";"protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1907611";"Tumour suppressor p53/oncoprotein Mdm2";"Homo sapiens";"PROTEIN-PROTEIN INTERACTION";"CHEMBL3886611";"37";"BindingDB Database";"";"2016";"None";"";""
"CHEMBL3967671";"";"None";"638.66";"2";"5.15";"BDBM215206";"CC[C@@H](CN(C)S(=O)(=O)C1CC1)N1C(=O)[C@@](C)(CC(=O)NCCCO)C[C@H](c2cccc(Cl)c2)[C@H]1c1ccc(Cl)cc1";"IC50";"'='";"53.0";"nM";"7.28";"";"378587";"UO_0000065";"11.39";"0.24";"2.13";"6.80";"0";"CHEMBL3888180";"Homogenous Time-Resolved Fluorescence Assay (HTRF2 Assay): The standard assay conditions for the in vitro HTRF assay consisted of a 50 ul total reaction volume in black 384-well Costar polypropylene plates in 1xPBS buffer pH 7.4, 1 mM DTT, 0.1% BSA, 0.2 nM GST-hMDM2 (aa 1-188), 0.5 nM biotinylated-p53 (aa 1-83), 0.18 nM SA-XLent (Cisbio; Bedford, Mass.), 0.6 nM anti-GST cryptate monoclonal antibody (Cisbio; Bedford, Mass.) and 100 mM KF. Amino acid residues 1-188 of human MDM2 were expressed as an amino-terminal glutathione-5-transferase (GST) fusion protein (GST-hMDM2) in Escherichia coli. Residues 1-83 of human p53 were expressed as an amino-terminal AviTag-TrxA-6×His fusion protein (biotinylated p53) in E. coli. Each protein was purified from cell paste by affinity chromatography. Specifically, 10 uL of GST-hMDM2 was incubated with 10 ul of diluted compound (various concentrations, serially diluted) in 10% DMSO for 20 minutes at room temperature. 20 uL of biotinylated-p53 was added to the GST-hMDM2+compound mixture, and then incubated at room temperature for 60 min. 10 uL of detection buffer consisting of SA-XLent, anti-GST cryptate antibody and KF was added to GST-hMDM2, biotinylated-p53 and compound reaction and left at room temperature to reach equilibrium for >4 hrs. The final concentration of DMSO in the reaction was 2%. Time-resolved fluorescence readings were measured on a microplate multilabel reader. Percentage of inhibition was calculated relative to nutlin-3.";"B";"BAO_0000224";"protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1907611";"Tumour suppressor p53/oncoprotein Mdm2";"Homo sapiens";"PROTEIN-PROTEIN INTERACTION";"CHEMBL3886611";"37";"BindingDB Database";"";"2016";"None";"";""
"CHEMBL3950302";"";"None";"610.60";"2";"5.33";"BDBM215209";"CC[C@@H](CN(C)S(=O)(=O)C1CC1)N1C(=O)[C@@](C)(CC(=O)NOC)C[C@H](c2cccc(Cl)c2)[C@H]1c1ccc(Cl)cc1";"IC50";"'='";"44.0";"nM";"7.36";"";"378590";"UO_0000065";"12.05";"0.25";"2.03";"7.66";"0";"CHEMBL3888180";"Homogenous Time-Resolved Fluorescence Assay (HTRF2 Assay): The standard assay conditions for the in vitro HTRF assay consisted of a 50 ul total reaction volume in black 384-well Costar polypropylene plates in 1xPBS buffer pH 7.4, 1 mM DTT, 0.1% BSA, 0.2 nM GST-hMDM2 (aa 1-188), 0.5 nM biotinylated-p53 (aa 1-83), 0.18 nM SA-XLent (Cisbio; Bedford, Mass.), 0.6 nM anti-GST cryptate monoclonal antibody (Cisbio; Bedford, Mass.) and 100 mM KF. Amino acid residues 1-188 of human MDM2 were expressed as an amino-terminal glutathione-5-transferase (GST) fusion protein (GST-hMDM2) in Escherichia coli. Residues 1-83 of human p53 were expressed as an amino-terminal AviTag-TrxA-6×His fusion protein (biotinylated p53) in E. coli. Each protein was purified from cell paste by affinity chromatography. Specifically, 10 uL of GST-hMDM2 was incubated with 10 ul of diluted compound (various concentrations, serially diluted) in 10% DMSO for 20 minutes at room temperature. 20 uL of biotinylated-p53 was added to the GST-hMDM2+compound mixture, and then incubated at room temperature for 60 min. 10 uL of detection buffer consisting of SA-XLent, anti-GST cryptate antibody and KF was added to GST-hMDM2, biotinylated-p53 and compound reaction and left at room temperature to reach equilibrium for >4 hrs. The final concentration of DMSO in the reaction was 2%. Time-resolved fluorescence readings were measured on a microplate multilabel reader. Percentage of inhibition was calculated relative to nutlin-3.";"B";"BAO_0000224";"protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1907611";"Tumour suppressor p53/oncoprotein Mdm2";"Homo sapiens";"PROTEIN-PROTEIN INTERACTION";"CHEMBL3886611";"37";"BindingDB Database";"";"2016";"None";"";""
"CHEMBL3935901";"";"None";"595.59";"2";"6.12";"BDBM215241";"CC[C@@H](CN(C)S(=O)(=O)C1CC1)N1C(=O)[C@](C)(CCC(=O)O)C[C@H](c2cccc(Cl)c2)[C@H]1c1ccc(Cl)cc1";"IC50";"'='";"44.0";"nM";"7.36";"";"378624";"UO_0000065";"12.35";"0.26";"1.24";"7.74";"0";"CHEMBL3888180";"Homogenous Time-Resolved Fluorescence Assay (HTRF2 Assay): The standard assay conditions for the in vitro HTRF assay consisted of a 50 ul total reaction volume in black 384-well Costar polypropylene plates in 1xPBS buffer pH 7.4, 1 mM DTT, 0.1% BSA, 0.2 nM GST-hMDM2 (aa 1-188), 0.5 nM biotinylated-p53 (aa 1-83), 0.18 nM SA-XLent (Cisbio; Bedford, Mass.), 0.6 nM anti-GST cryptate monoclonal antibody (Cisbio; Bedford, Mass.) and 100 mM KF. Amino acid residues 1-188 of human MDM2 were expressed as an amino-terminal glutathione-5-transferase (GST) fusion protein (GST-hMDM2) in Escherichia coli. Residues 1-83 of human p53 were expressed as an amino-terminal AviTag-TrxA-6×His fusion protein (biotinylated p53) in E. coli. Each protein was purified from cell paste by affinity chromatography. Specifically, 10 uL of GST-hMDM2 was incubated with 10 ul of diluted compound (various concentrations, serially diluted) in 10% DMSO for 20 minutes at room temperature. 20 uL of biotinylated-p53 was added to the GST-hMDM2+compound mixture, and then incubated at room temperature for 60 min. 10 uL of detection buffer consisting of SA-XLent, anti-GST cryptate antibody and KF was added to GST-hMDM2, biotinylated-p53 and compound reaction and left at room temperature to reach equilibrium for >4 hrs. The final concentration of DMSO in the reaction was 2%. Time-resolved fluorescence readings were measured on a microplate multilabel reader. Percentage of inhibition was calculated relative to nutlin-3.";"B";"BAO_0000224";"protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1907611";"Tumour suppressor p53/oncoprotein Mdm2";"Homo sapiens";"PROTEIN-PROTEIN INTERACTION";"CHEMBL3886611";"37";"BindingDB Database";"";"2016";"None";"";""
